,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes
12794,India,Cassava,2004,270436,1083,35113
12795,India,Cassava,2004,270436,1083,35113
12796,India,Cassava,2004,270436,1083,35113
12797,India,Cassava,2004,270436,1083,35113
12798,India,Cassava,2004,270436,1083,35113
12799,India,Cassava,2004,270436,1083,35113
12800,India,Cassava,2004,270436,1083,35113
12801,India,Cassava,2004,270436,1083,35113
12802,India,Cassava,2004,270436,1083,35113
12803,India,Cassava,2004,270436,1083,35113
12804,India,Cassava,2004,270436,1083,35113
12805,India,Cassava,2004,270436,1083,35113
12806,India,Cassava,2004,270436,1083,35113
12807,India,Cassava,2004,270436,1083,35113
12808,India,Cassava,2004,270436,1083,35113
12809,India,Cassava,2004,270436,1083,35113
12810,India,Cassava,2004,270436,1083,35113
12811,India,Cassava,2004,270436,1083,35113
12812,India,Maize,2004,19073,1083,35113
12813,India,Maize,2004,19073,1083,35113
12814,India,Maize,2004,19073,1083,35113
12815,India,Maize,2004,19073,1083,35113
12816,India,Maize,2004,19073,1083,35113
12817,India,Maize,2004,19073,1083,35113
12818,India,Maize,2004,19073,1083,35113
12819,India,Maize,2004,19073,1083,35113
12820,India,Maize,2004,19073,1083,35113
12821,India,Maize,2004,19073,1083,35113
12822,India,Maize,2004,19073,1083,35113
12823,India,Maize,2004,19073,1083,35113
12824,India,Maize,2004,19073,1083,35113
12825,India,Maize,2004,19073,1083,35113
12826,India,Maize,2004,19073,1083,35113
12827,India,Maize,2004,19073,1083,35113
12828,India,Maize,2004,19073,1083,35113
12829,India,Maize,2004,19073,1083,35113
12830,India,Maize,2004,19073,1083,35113
12831,India,Maize,2004,19073,1083,35113
12832,India,Maize,2004,19073,1083,35113
12833,India,Maize,2004,19073,1083,35113
12834,India,Potatoes,2004,188091,1083,35113
12835,India,Potatoes,2004,188091,1083,35113
12836,India,Potatoes,2004,188091,1083,35113
12837,India,Potatoes,2004,188091,1083,35113
12838,India,Potatoes,2004,188091,1083,35113
12839,India,Potatoes,2004,188091,1083,35113
12840,India,Potatoes,2004,188091,1083,35113
12841,India,Potatoes,2004,188091,1083,35113
12842,India,Potatoes,2004,188091,1083,35113
12843,India,Potatoes,2004,188091,1083,35113
12844,India,Potatoes,2004,188091,1083,35113
12845,India,Potatoes,2004,188091,1083,35113
12846,India,Potatoes,2004,188091,1083,35113
12847,India,Potatoes,2004,188091,1083,35113
12848,India,Potatoes,2004,188091,1083,35113
12849,India,Potatoes,2004,188091,1083,35113
12850,India,Potatoes,2004,188091,1083,35113
12851,India,Potatoes,2004,188091,1083,35113
12852,India,Potatoes,2004,188091,1083,35113
12853,India,Potatoes,2004,188091,1083,35113
12854,India,Potatoes,2004,188091,1083,35113
12855,India,Potatoes,2004,188091,1083,35113
12856,India,"Rice, paddy",2004,29756,1083,35113
12857,India,"Rice, paddy",2004,29756,1083,35113
12858,India,"Rice, paddy",2004,29756,1083,35113
12859,India,"Rice, paddy",2004,29756,1083,35113
12860,India,"Rice, paddy",2004,29756,1083,35113
12861,India,"Rice, paddy",2004,29756,1083,35113
12862,India,"Rice, paddy",2004,29756,1083,35113
12863,India,"Rice, paddy",2004,29756,1083,35113
12864,India,"Rice, paddy",2004,29756,1083,35113
12865,India,"Rice, paddy",2004,29756,1083,35113
12866,India,"Rice, paddy",2004,29756,1083,35113
12867,India,"Rice, paddy",2004,29756,1083,35113
12868,India,"Rice, paddy",2004,29756,1083,35113
12869,India,"Rice, paddy",2004,29756,1083,35113
12870,India,"Rice, paddy",2004,29756,1083,35113
12871,India,"Rice, paddy",2004,29756,1083,35113
12872,India,"Rice, paddy",2004,29756,1083,35113
12873,India,"Rice, paddy",2004,29756,1083,35113
12874,India,"Rice, paddy",2004,29756,1083,35113
12875,India,"Rice, paddy",2004,29756,1083,35113
12876,India,"Rice, paddy",2004,29756,1083,35113
12877,India,"Rice, paddy",2004,29756,1083,35113
12878,India,Sorghum,2004,7161,1083,35113
12879,India,Sorghum,2004,7161,1083,35113
12880,India,Sorghum,2004,7161,1083,35113
12881,India,Sorghum,2004,7161,1083,35113
12882,India,Sorghum,2004,7161,1083,35113
12883,India,Sorghum,2004,7161,1083,35113
12884,India,Sorghum,2004,7161,1083,35113
12885,India,Sorghum,2004,7161,1083,35113
12886,India,Sorghum,2004,7161,1083,35113
12887,India,Sorghum,2004,7161,1083,35113
12888,India,Sorghum,2004,7161,1083,35113
12889,India,Sorghum,2004,7161,1083,35113
12890,India,Sorghum,2004,7161,1083,35113
12891,India,Sorghum,2004,7161,1083,35113
12892,India,Sorghum,2004,7161,1083,35113
12893,India,Sorghum,2004,7161,1083,35113
12894,India,Sorghum,2004,7161,1083,35113
12895,India,Sorghum,2004,7161,1083,35113
12896,India,Sorghum,2004,7161,1083,35113
12897,India,Sorghum,2004,7161,1083,35113
12898,India,Sorghum,2004,7161,1083,35113
12899,India,Sorghum,2004,7161,1083,35113
12900,India,Soybeans,2004,9082,1083,35113
12901,India,Soybeans,2004,9082,1083,35113
12902,India,Soybeans,2004,9082,1083,35113
12903,India,Soybeans,2004,9082,1083,35113
12904,India,Soybeans,2004,9082,1083,35113
12905,India,Soybeans,2004,9082,1083,35113
12906,India,Soybeans,2004,9082,1083,35113
12907,India,Soybeans,2004,9082,1083,35113
12908,India,Soybeans,2004,9082,1083,35113
12909,India,Soybeans,2004,9082,1083,35113
12910,India,Soybeans,2004,9082,1083,35113
12911,India,Soybeans,2004,9082,1083,35113
12912,India,Soybeans,2004,9082,1083,35113
12913,India,Soybeans,2004,9082,1083,35113
12914,India,Soybeans,2004,9082,1083,35113
12915,India,Soybeans,2004,9082,1083,35113
12916,India,Soybeans,2004,9082,1083,35113
12917,India,Soybeans,2004,9082,1083,35113
12918,India,Soybeans,2004,9082,1083,35113
12919,India,Soybeans,2004,9082,1083,35113
12920,India,Soybeans,2004,9082,1083,35113
12921,India,Soybeans,2004,9082,1083,35113
12922,India,Sweet potatoes,2004,88588,1083,35113
12923,India,Sweet potatoes,2004,88588,1083,35113
12924,India,Sweet potatoes,2004,88588,1083,35113
12925,India,Sweet potatoes,2004,88588,1083,35113
12926,India,Sweet potatoes,2004,88588,1083,35113
12927,India,Sweet potatoes,2004,88588,1083,35113
12928,India,Sweet potatoes,2004,88588,1083,35113
12929,India,Sweet potatoes,2004,88588,1083,35113
12930,India,Sweet potatoes,2004,88588,1083,35113
12931,India,Sweet potatoes,2004,88588,1083,35113
12932,India,Sweet potatoes,2004,88588,1083,35113
12933,India,Sweet potatoes,2004,88588,1083,35113
12934,India,Sweet potatoes,2004,88588,1083,35113
12935,India,Sweet potatoes,2004,88588,1083,35113
12936,India,Sweet potatoes,2004,88588,1083,35113
12937,India,Sweet potatoes,2004,88588,1083,35113
12938,India,Sweet potatoes,2004,88588,1083,35113
12939,India,Sweet potatoes,2004,88588,1083,35113
12940,India,Sweet potatoes,2004,88588,1083,35113
12941,India,Sweet potatoes,2004,88588,1083,35113
12942,India,Sweet potatoes,2004,88588,1083,35113
12943,India,Sweet potatoes,2004,88588,1083,35113
12944,India,Wheat,2004,27132,1083,35113
12945,India,Wheat,2004,27132,1083,35113
12946,India,Wheat,2004,27132,1083,35113
12947,India,Wheat,2004,27132,1083,35113
12948,India,Wheat,2004,27132,1083,35113
12949,India,Wheat,2004,27132,1083,35113
12950,India,Wheat,2004,27132,1083,35113
12951,India,Wheat,2004,27132,1083,35113
12952,India,Wheat,2004,27132,1083,35113
12953,India,Wheat,2004,27132,1083,35113
12954,India,Wheat,2004,27132,1083,35113
12955,India,Wheat,2004,27132,1083,35113
12956,India,Wheat,2004,27132,1083,35113
12957,India,Wheat,2004,27132,1083,35113
12958,India,Wheat,2004,27132,1083,35113
12959,India,Wheat,2004,27132,1083,35113
12960,India,Wheat,2004,27132,1083,35113
12961,India,Wheat,2004,27132,1083,35113
12962,India,Wheat,2004,27132,1083,35113
12963,India,Wheat,2004,27132,1083,35113
12964,India,Wheat,2004,27132,1083,35113
12965,India,Wheat,2004,27132,1083,35113
12966,India,Cassava,2005,304978,1083,35342
12967,India,Cassava,2005,304978,1083,35342
12968,India,Cassava,2005,304978,1083,35342
12969,India,Cassava,2005,304978,1083,35342
12970,India,Cassava,2005,304978,1083,35342
12971,India,Cassava,2005,304978,1083,35342
12972,India,Cassava,2005,304978,1083,35342
12973,India,Cassava,2005,304978,1083,35342
12974,India,Cassava,2005,304978,1083,35342
12975,India,Cassava,2005,304978,1083,35342
12976,India,Cassava,2005,304978,1083,35342
12977,India,Cassava,2005,304978,1083,35342
12978,India,Cassava,2005,304978,1083,35342
12979,India,Cassava,2005,304978,1083,35342
12980,India,Cassava,2005,304978,1083,35342
12981,India,Cassava,2005,304978,1083,35342
12982,India,Cassava,2005,304978,1083,35342
12983,India,Cassava,2005,304978,1083,35342
12984,India,Cassava,2005,304978,1083,35342
12985,India,Cassava,2005,304978,1083,35342
12986,India,Cassava,2005,304978,1083,35342
12987,India,Cassava,2005,304978,1083,35342
12988,India,Maize,2005,19385,1083,35342
12989,India,Maize,2005,19385,1083,35342
12990,India,Maize,2005,19385,1083,35342
12991,India,Maize,2005,19385,1083,35342
12992,India,Maize,2005,19385,1083,35342
12993,India,Maize,2005,19385,1083,35342
12994,India,Maize,2005,19385,1083,35342
12995,India,Maize,2005,19385,1083,35342
12996,India,Maize,2005,19385,1083,35342
12997,India,Maize,2005,19385,1083,35342
12998,India,Maize,2005,19385,1083,35342
12999,India,Maize,2005,19385,1083,35342
13000,India,Maize,2005,19385,1083,35342
13001,India,Maize,2005,19385,1083,35342
13002,India,Maize,2005,19385,1083,35342
13003,India,Maize,2005,19385,1083,35342
13004,India,Maize,2005,19385,1083,35342
13005,India,Maize,2005,19385,1083,35342
13006,India,Maize,2005,19385,1083,35342
13007,India,Maize,2005,19385,1083,35342
13008,India,Maize,2005,19385,1083,35342
13009,India,Maize,2005,19385,1083,35342
13010,India,Potatoes,2005,188908,1083,35342
13011,India,Potatoes,2005,188908,1083,35342
13012,India,Potatoes,2005,188908,1083,35342
13013,India,Potatoes,2005,188908,1083,35342
13014,India,Potatoes,2005,188908,1083,35342
13015,India,Potatoes,2005,188908,1083,35342
13016,India,Potatoes,2005,188908,1083,35342
13017,India,Potatoes,2005,188908,1083,35342
13018,India,Potatoes,2005,188908,1083,35342
13019,India,Potatoes,2005,188908,1083,35342
13020,India,Potatoes,2005,188908,1083,35342
13021,India,Potatoes,2005,188908,1083,35342
13022,India,Potatoes,2005,188908,1083,35342
13023,India,Potatoes,2005,188908,1083,35342
13024,India,Potatoes,2005,188908,1083,35342
13025,India,Potatoes,2005,188908,1083,35342
13026,India,Potatoes,2005,188908,1083,35342
13027,India,Potatoes,2005,188908,1083,35342
13028,India,Potatoes,2005,188908,1083,35342
13029,India,Potatoes,2005,188908,1083,35342
13030,India,Potatoes,2005,188908,1083,35342
13031,India,Potatoes,2005,188908,1083,35342
13032,India,"Rice, paddy",2005,31537,1083,35342
13033,India,"Rice, paddy",2005,31537,1083,35342
13034,India,"Rice, paddy",2005,31537,1083,35342
13035,India,"Rice, paddy",2005,31537,1083,35342
13036,India,"Rice, paddy",2005,31537,1083,35342
13037,India,"Rice, paddy",2005,31537,1083,35342
13038,India,"Rice, paddy",2005,31537,1083,35342
13039,India,"Rice, paddy",2005,31537,1083,35342
13040,India,"Rice, paddy",2005,31537,1083,35342
13041,India,"Rice, paddy",2005,31537,1083,35342
13042,India,"Rice, paddy",2005,31537,1083,35342
13043,India,"Rice, paddy",2005,31537,1083,35342
13044,India,"Rice, paddy",2005,31537,1083,35342
13045,India,"Rice, paddy",2005,31537,1083,35342
13046,India,"Rice, paddy",2005,31537,1083,35342
13047,India,"Rice, paddy",2005,31537,1083,35342
13048,India,"Rice, paddy",2005,31537,1083,35342
13049,India,"Rice, paddy",2005,31537,1083,35342
13050,India,"Rice, paddy",2005,31537,1083,35342
13051,India,"Rice, paddy",2005,31537,1083,35342
13052,India,"Rice, paddy",2005,31537,1083,35342
13053,India,"Rice, paddy",2005,31537,1083,35342
13054,India,Sorghum,2005,7968,1083,35342
13055,India,Sorghum,2005,7968,1083,35342
13056,India,Sorghum,2005,7968,1083,35342
13057,India,Sorghum,2005,7968,1083,35342
13058,India,Sorghum,2005,7968,1083,35342
13059,India,Sorghum,2005,7968,1083,35342
13060,India,Sorghum,2005,7968,1083,35342
13061,India,Sorghum,2005,7968,1083,35342
13062,India,Sorghum,2005,7968,1083,35342
13063,India,Sorghum,2005,7968,1083,35342
13064,India,Sorghum,2005,7968,1083,35342
13065,India,Sorghum,2005,7968,1083,35342
13066,India,Sorghum,2005,7968,1083,35342
13067,India,Sorghum,2005,7968,1083,35342
13068,India,Sorghum,2005,7968,1083,35342
13069,India,Sorghum,2005,7968,1083,35342
13070,India,Sorghum,2005,7968,1083,35342
13071,India,Sorghum,2005,7968,1083,35342
13072,India,Sorghum,2005,7968,1083,35342
13073,India,Sorghum,2005,7968,1083,35342
13074,India,Sorghum,2005,7968,1083,35342
13075,India,Sorghum,2005,7968,1083,35342
13076,India,Soybeans,2005,10734,1083,35342
13077,India,Soybeans,2005,10734,1083,35342
13078,India,Soybeans,2005,10734,1083,35342
13079,India,Soybeans,2005,10734,1083,35342
13080,India,Soybeans,2005,10734,1083,35342
13081,India,Soybeans,2005,10734,1083,35342
13082,India,Soybeans,2005,10734,1083,35342
13083,India,Soybeans,2005,10734,1083,35342
13084,India,Soybeans,2005,10734,1083,35342
13085,India,Soybeans,2005,10734,1083,35342
13086,India,Soybeans,2005,10734,1083,35342
13087,India,Soybeans,2005,10734,1083,35342
13088,India,Soybeans,2005,10734,1083,35342
13089,India,Soybeans,2005,10734,1083,35342
13090,India,Soybeans,2005,10734,1083,35342
13091,India,Soybeans,2005,10734,1083,35342
13092,India,Soybeans,2005,10734,1083,35342
13093,India,Soybeans,2005,10734,1083,35342
13094,India,Soybeans,2005,10734,1083,35342
13095,India,Soybeans,2005,10734,1083,35342
13096,India,Soybeans,2005,10734,1083,35342
13097,India,Soybeans,2005,10734,1083,35342
13098,India,Sweet potatoes,2005,88477,1083,35342
13099,India,Sweet potatoes,2005,88477,1083,35342
13100,India,Sweet potatoes,2005,88477,1083,35342
13101,India,Sweet potatoes,2005,88477,1083,35342
13102,India,Sweet potatoes,2005,88477,1083,35342
13103,India,Sweet potatoes,2005,88477,1083,35342
13104,India,Sweet potatoes,2005,88477,1083,35342
13105,India,Sweet potatoes,2005,88477,1083,35342
13106,India,Sweet potatoes,2005,88477,1083,35342
13107,India,Sweet potatoes,2005,88477,1083,35342
13108,India,Sweet potatoes,2005,88477,1083,35342
13109,India,Sweet potatoes,2005,88477,1083,35342
13110,India,Sweet potatoes,2005,88477,1083,35342
13111,India,Sweet potatoes,2005,88477,1083,35342
13112,India,Sweet potatoes,2005,88477,1083,35342
13113,India,Sweet potatoes,2005,88477,1083,35342
13114,India,Sweet potatoes,2005,88477,1083,35342
13115,India,Sweet potatoes,2005,88477,1083,35342
13116,India,Sweet potatoes,2005,88477,1083,35342
13117,India,Sweet potatoes,2005,88477,1083,35342
13118,India,Sweet potatoes,2005,88477,1083,35342
13119,India,Sweet potatoes,2005,88477,1083,35342
13120,India,Wheat,2005,26016,1083,35342
13121,India,Wheat,2005,26016,1083,35342
13122,India,Wheat,2005,26016,1083,35342
13123,India,Wheat,2005,26016,1083,35342
13124,India,Wheat,2005,26016,1083,35342
13125,India,Wheat,2005,26016,1083,35342
13126,India,Wheat,2005,26016,1083,35342
13127,India,Wheat,2005,26016,1083,35342
13128,India,Wheat,2005,26016,1083,35342
13129,India,Wheat,2005,26016,1083,35342
13130,India,Wheat,2005,26016,1083,35342
13131,India,Wheat,2005,26016,1083,35342
13132,India,Wheat,2005,26016,1083,35342
13133,India,Wheat,2005,26016,1083,35342
13134,India,Wheat,2005,26016,1083,35342
13135,India,Wheat,2005,26016,1083,35342
13136,India,Wheat,2005,26016,1083,35342
13137,India,Wheat,2005,26016,1083,35342
13138,India,Wheat,2005,26016,1083,35342
13139,India,Wheat,2005,26016,1083,35342
13140,India,Wheat,2005,26016,1083,35342
13141,India,Wheat,2005,26016,1083,35342
13142,India,Cassava,2006,321132,1083,37423
13143,India,Cassava,2006,321132,1083,37423
13144,India,Cassava,2006,321132,1083,37423
13145,India,Cassava,2006,321132,1083,37423
13146,India,Cassava,2006,321132,1083,37423
13147,India,Cassava,2006,321132,1083,37423
13148,India,Cassava,2006,321132,1083,37423
13149,India,Cassava,2006,321132,1083,37423
13150,India,Cassava,2006,321132,1083,37423
13151,India,Cassava,2006,321132,1083,37423
13152,India,Cassava,2006,321132,1083,37423
13153,India,Cassava,2006,321132,1083,37423
13154,India,Cassava,2006,321132,1083,37423
13155,India,Cassava,2006,321132,1083,37423
13156,India,Cassava,2006,321132,1083,37423
13157,India,Cassava,2006,321132,1083,37423
13158,India,Cassava,2006,321132,1083,37423
13159,India,Cassava,2006,321132,1083,37423
13160,India,Cassava,2006,321132,1083,37423
13161,India,Cassava,2006,321132,1083,37423
13162,India,Cassava,2006,321132,1083,37423
13163,India,Cassava,2006,321132,1083,37423
13164,India,Maize,2006,19125,1083,37423
13165,India,Maize,2006,19125,1083,37423
13166,India,Maize,2006,19125,1083,37423
13167,India,Maize,2006,19125,1083,37423
13168,India,Maize,2006,19125,1083,37423
13169,India,Maize,2006,19125,1083,37423
13170,India,Maize,2006,19125,1083,37423
13171,India,Maize,2006,19125,1083,37423
13172,India,Maize,2006,19125,1083,37423
13173,India,Maize,2006,19125,1083,37423
13174,India,Maize,2006,19125,1083,37423
13175,India,Maize,2006,19125,1083,37423
13176,India,Maize,2006,19125,1083,37423
13177,India,Maize,2006,19125,1083,37423
13178,India,Maize,2006,19125,1083,37423
13179,India,Maize,2006,19125,1083,37423
13180,India,Maize,2006,19125,1083,37423
13181,India,Maize,2006,19125,1083,37423
13182,India,Maize,2006,19125,1083,37423
13183,India,Maize,2006,19125,1083,37423
13184,India,Maize,2006,19125,1083,37423
13185,India,Maize,2006,19125,1083,37423
13186,India,Potatoes,2006,185920,1083,37423
13187,India,Potatoes,2006,185920,1083,37423
13188,India,Potatoes,2006,185920,1083,37423
13189,India,Potatoes,2006,185920,1083,37423
13190,India,Potatoes,2006,185920,1083,37423
13191,India,Potatoes,2006,185920,1083,37423
13192,India,Potatoes,2006,185920,1083,37423
13193,India,Potatoes,2006,185920,1083,37423
13194,India,Potatoes,2006,185920,1083,37423
13195,India,Potatoes,2006,185920,1083,37423
13196,India,Potatoes,2006,185920,1083,37423
13197,India,Potatoes,2006,185920,1083,37423
13198,India,Potatoes,2006,185920,1083,37423
13199,India,Potatoes,2006,185920,1083,37423
13200,India,Potatoes,2006,185920,1083,37423
13201,India,Potatoes,2006,185920,1083,37423
13202,India,Potatoes,2006,185920,1083,37423
13203,India,Potatoes,2006,185920,1083,37423
13204,India,Potatoes,2006,185920,1083,37423
13205,India,Potatoes,2006,185920,1083,37423
13206,India,Potatoes,2006,185920,1083,37423
13207,India,Potatoes,2006,185920,1083,37423
13208,India,"Rice, paddy",2006,31759,1083,37423
13209,India,"Rice, paddy",2006,31759,1083,37423
13210,India,"Rice, paddy",2006,31759,1083,37423
13211,India,"Rice, paddy",2006,31759,1083,37423
13212,India,"Rice, paddy",2006,31759,1083,37423
13213,India,"Rice, paddy",2006,31759,1083,37423
13214,India,"Rice, paddy",2006,31759,1083,37423
13215,India,"Rice, paddy",2006,31759,1083,37423
13216,India,"Rice, paddy",2006,31759,1083,37423
13217,India,"Rice, paddy",2006,31759,1083,37423
